identifier,hardness,resistance,mapColorId,light,sound,hasCollision,randomTick,isAir,ignitedByLava,liquid,legacySolid
pumpkin_stem,0.0,0.0,7,0,HARD_CROP,false,true,false,false,false,false
melon_stem,0.0,0.0,7,0,HARD_CROP,false,true,false,false,false,false
vine,0.2,0.2,7,0,VINE,false,true,false,true,false,false
glow_lichen,0.2,0.2,61,0,GLOW_LICHEN,false,false,false,true,false,false
resin_clump,0.0,0.0,37,0,RESIN,false,false,false,true,false,false
oak_fence_gate,2.0,3.0,13,0,WOOD,true,false,false,true,false,true
brick_stairs,2.0,6.0,28,0,STONE,true,false,false,false,false,true
stone_brick_stairs,1.5,6.0,11,0,STONE,true,false,false,false,false,true
mud_brick_stairs,1.5,3.0,44,0,MUD_BRICKS,true,false,false,false,false,true
mycelium,0.6,0.6,24,0,GRASS,true,true,false,false,false,true
lily_pad,0.0,0.0,7,0,LILY_PAD,true,false,false,false,false,false
resin_block,0.0,0.0,37,0,RESIN,true,false,false,false,false,true
resin_bricks,1.5,6.0,37,0,RESIN_BRICKS,true,false,false,false,false,true
resin_brick_stairs,1.5,6.0,37,0,RESIN_BRICKS,true,false,false,false,false,true
resin_brick_slab,1.5,6.0,37,0,RESIN_BRICKS,true,false,false,false,false,true
resin_brick_wall,1.5,6.0,37,0,RESIN_BRICKS,true,false,false,false,false,true
chiseled_resin_bricks,1.5,6.0,37,0,RESIN_BRICKS,true,false,false,false,false,true
nether_bricks,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
nether_brick_fence,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
nether_brick_stairs,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
nether_wart,0.0,0.0,28,0,NETHER_WART,false,true,false,false,false,false
enchanting_table,5.0,1200.0,28,7,STONE,true,false,false,false,false,true
brewing_stand,0.5,0.5,6,1,STONE,true,false,false,false,false,true
cauldron,2.0,2.0,11,0,STONE,true,false,false,false,false,true
water_cauldron,2.0,2.0,11,0,STONE,true,false,false,false,false,true
lava_cauldron,2.0,2.0,11,15,STONE,true,false,false,false,false,true
powder_snow_cauldron,2.0,2.0,11,0,STONE,true,false,false,false,false,true
end_portal,-1.0,3600000.0,29,15,STONE,false,false,false,false,false,false
end_portal_frame,-1.0,3600000.0,27,1,GLASS,true,false,false,false,false,true
end_stone,3.0,9.0,2,0,STONE,true,false,false,false,false,true
dragon_egg,3.0,9.0,29,1,STONE,true,false,false,false,false,true
redstone_lamp,0.3,0.3,37,0,GLASS,true,false,false,false,false,true
cocoa,0.2,3.0,7,0,WOOD,true,true,false,false,false,false
sandstone_stairs,0.8,0.8,2,0,STONE,true,false,false,false,false,true
emerald_ore,3.0,3.0,11,0,STONE,true,false,false,false,false,true
deepslate_emerald_ore,4.5,3.0,59,0,DEEPSLATE,true,false,false,false,false,true
ender_chest,22.5,600.0,11,7,STONE,true,false,false,false,false,true
tripwire_hook,0.0,0.0,0,0,WOOD,false,false,false,false,false,false
tripwire,0.0,0.0,0,0,STONE,false,false,false,false,false,false
emerald_block,5.0,6.0,33,0,METAL,true,false,false,false,false,true
spruce_stairs,2.0,3.0,34,0,WOOD,true,false,false,true,false,true
birch_stairs,2.0,3.0,2,0,WOOD,true,false,false,true,false,true
jungle_stairs,2.0,3.0,10,0,WOOD,true,false,false,true,false,true
command_block,-1.0,3600000.0,26,0,STONE,true,false,false,false,false,true
beacon,3.0,3.0,31,15,STONE,true,false,false,false,false,true
cobblestone_wall,2.0,6.0,11,0,STONE,true,false,false,false,false,true
mossy_cobblestone_wall,2.0,6.0,11,0,STONE,true,false,false,false,false,true
flower_pot,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_torchflower,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_oak_sapling,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_spruce_sapling,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_birch_sapling,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_jungle_sapling,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_acacia_sapling,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_cherry_sapling,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_dark_oak_sapling,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_pale_oak_sapling,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_mangrove_propagule,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_fern,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_dandelion,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_poppy,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_blue_orchid,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_allium,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_azure_bluet,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_red_tulip,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_orange_tulip,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_white_tulip,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_pink_tulip,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_oxeye_daisy,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_cornflower,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_lily_of_the_valley,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_wither_rose,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_red_mushroom,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_brown_mushroom,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_dead_bush,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_cactus,0.0,0.0,0,0,STONE,true,false,false,false,false,false
carrots,0.0,0.0,7,0,CROP,false,true,false,false,false,false
potatoes,0.0,0.0,7,0,CROP,false,true,false,false,false,false
oak_button,0.5,0.5,0,0,WOOD,false,false,false,false,false,false
spruce_button,0.5,0.5,0,0,WOOD,false,false,false,false,false,false
birch_button,0.5,0.5,0,0,WOOD,false,false,false,false,false,false
jungle_button,0.5,0.5,0,0,WOOD,false,false,false,false,false,false
acacia_button,0.5,0.5,0,0,WOOD,false,false,false,false,false,false
cherry_button,0.5,0.5,0,0,CHERRY_WOOD,false,false,false,false,false,false
dark_oak_button,0.5,0.5,0,0,WOOD,false,false,false,false,false,false
pale_oak_button,0.5,0.5,0,0,WOOD,false,false,false,false,false,false
mangrove_button,0.5,0.5,0,0,WOOD,false,false,false,false,false,false
bamboo_button,0.5,0.5,0,0,BAMBOO_WOOD,false,false,false,false,false,false
skeleton_skull,1.0,1.0,0,0,STONE,true,false,false,false,false,false
skeleton_wall_skull,1.0,1.0,0,0,STONE,true,false,false,false,false,false
wither_skeleton_skull,1.0,1.0,0,0,STONE,true,false,false,false,false,false
wither_skeleton_wall_skull,1.0,1.0,0,0,STONE,true,false,false,false,false,false
zombie_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
zombie_wall_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
player_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
player_wall_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
creeper_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
creeper_wall_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
dragon_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
dragon_wall_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
piglin_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
piglin_wall_head,1.0,1.0,0,0,STONE,true,false,false,false,false,false
anvil,5.0,1200.0,6,0,ANVIL,true,false,false,false,false,true
chipped_anvil,5.0,1200.0,6,0,ANVIL,true,false,false,false,false,true
damaged_anvil,5.0,1200.0,6,0,ANVIL,true,false,false,false,false,true
trapped_chest,2.5,2.5,13,0,WOOD,true,false,false,true,false,true
light_weighted_pressure_plate,0.5,0.5,30,0,METAL,false,false,false,false,false,true
heavy_weighted_pressure_plate,0.5,0.5,6,0,IRON,false,false,false,false,false,true
comparator,0.0,0.0,0,0,STONE,true,false,false,false,false,false
daylight_detector,0.2,0.2,13,0,WOOD,true,false,false,true,false,true
redstone_block,5.0,6.0,4,0,METAL,true,false,false,false,false,true
nether_quartz_ore,3.0,3.0,35,0,NETHER_ORE,true,false,false,false,false,true
hopper,3.0,4.8,11,0,METAL,true,false,false,false,false,true
quartz_block,0.8,0.8,14,0,STONE,true,false,false,false,false,true
chiseled_quartz_block,0.8,0.8,14,0,STONE,true,false,false,false,false,true
quartz_pillar,0.8,0.8,14,0,STONE,true,false,false,false,false,true
quartz_stairs,0.8,0.8,14,0,STONE,true,false,false,false,false,true
activator_rail,0.7,0.7,0,0,METAL,false,false,false,false,false,false
dropper,3.5,3.5,11,0,STONE,true,false,false,false,false,true
white_terracotta,1.25,4.2,36,0,STONE,true,false,false,false,false,true
orange_terracotta,1.25,4.2,37,0,STONE,true,false,false,false,false,true
magenta_terracotta,1.25,4.2,38,0,STONE,true,false,false,false,false,true
light_blue_terracotta,1.25,4.2,39,0,STONE,true,false,false,false,false,true
yellow_terracotta,1.25,4.2,40,0,STONE,true,false,false,false,false,true
lime_terracotta,1.25,4.2,41,0,STONE,true,false,false,false,false,true
pink_terracotta,1.25,4.2,42,0,STONE,true,false,false,false,false,true
gray_terracotta,1.25,4.2,43,0,STONE,true,false,false,false,false,true
light_gray_terracotta,1.25,4.2,44,0,STONE,true,false,false,false,false,true
cyan_terracotta,1.25,4.2,45,0,STONE,true,false,false,false,false,true
purple_terracotta,1.25,4.2,46,0,STONE,true,false,false,false,false,true
blue_terracotta,1.25,4.2,47,0,STONE,true,false,false,false,false,true
brown_terracotta,1.25,4.2,48,0,STONE,true,false,false,false,false,true
green_terracotta,1.25,4.2,49,0,STONE,true,false,false,false,false,true
red_terracotta,1.25,4.2,50,0,STONE,true,false,false,false,false,true
black_terracotta,1.25,4.2,51,0,STONE,true,false,false,false,false,true
white_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
orange_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
magenta_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
light_blue_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
yellow_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
lime_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
pink_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
gray_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
light_gray_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
cyan_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
purple_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
blue_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
brown_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
green_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
red_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
black_stained_glass_pane,0.3,0.3,0,0,GLASS,true,false,false,false,false,true
acacia_stairs,2.0,3.0,15,0,WOOD,true,false,false,true,false,true
cherry_stairs,2.0,3.0,36,0,CHERRY_WOOD,true,false,false,true,false,true
dark_oak_stairs,2.0,3.0,26,0,WOOD,true,false,false,true,false,true
pale_oak_stairs,2.0,3.0,14,0,WOOD,true,false,false,true,false,true
mangrove_stairs,2.0,3.0,28,0,WOOD,true,false,false,true,false,true
bamboo_stairs,2.0,3.0,18,0,BAMBOO_WOOD,true,false,false,true,false,true
bamboo_mosaic_stairs,2.0,3.0,18,0,BAMBOO_WOOD,true,false,false,true,false,true
slime_block,0.0,0.0,1,0,SLIME_BLOCK,true,false,false,false,false,true
barrier,-1.0,3600000.8,0,0,STONE,true,false,false,false,false,true
light,-1.0,3600000.8,0,15,STONE,true,false,false,false,false,false
iron_trapdoor,5.0,5.0,6,0,IRON,true,false,false,false,false,true
prismarine,1.5,6.0,23,0,STONE,true,false,false,false,false,true
prismarine_bricks,1.5,6.0,31,0,STONE,true,false,false,false,false,true
dark_prismarine,1.5,6.0,31,0,STONE,true,false,false,false,false,true
prismarine_stairs,1.5,6.0,23,0,STONE,true,false,false,false,false,true
prismarine_brick_stairs,1.5,6.0,31,0,STONE,true,false,false,false,false,true
dark_prismarine_stairs,1.5,6.0,31,0,STONE,true,false,false,false,false,true
prismarine_slab,1.5,6.0,23,0,STONE,true,false,false,false,false,true
prismarine_brick_slab,1.5,6.0,31,0,STONE,true,false,false,false,false,true
dark_prismarine_slab,1.5,6.0,31,0,STONE,true,false,false,false,false,true
sea_lantern,0.3,0.3,14,15,GLASS,true,false,false,false,false,true
hay_block,0.5,0.5,18,0,GRASS,true,false,false,false,false,true
white_carpet,0.1,0.1,8,0,WOOL,true,false,false,true,false,false
orange_carpet,0.1,0.1,15,0,WOOL,true,false,false,true,false,false
magenta_carpet,0.1,0.1,16,0,WOOL,true,false,false,true,false,false
light_blue_carpet,0.1,0.1,17,0,WOOL,true,false,false,true,false,false
yellow_carpet,0.1,0.1,18,0,WOOL,true,false,false,true,false,false
lime_carpet,0.1,0.1,19,0,WOOL,true,false,false,true,false,false
pink_carpet,0.1,0.1,20,0,WOOL,true,false,false,true,false,false
gray_carpet,0.1,0.1,21,0,WOOL,true,false,false,true,false,false
light_gray_carpet,0.1,0.1,22,0,WOOL,true,false,false,true,false,false
cyan_carpet,0.1,0.1,23,0,WOOL,true,false,false,true,false,false
purple_carpet,0.1,0.1,24,0,WOOL,true,false,false,true,false,false
blue_carpet,0.1,0.1,25,0,WOOL,true,false,false,true,false,false
brown_carpet,0.1,0.1,26,0,WOOL,true,false,false,true,false,false
green_carpet,0.1,0.1,27,0,WOOL,true,false,false,true,false,false
red_carpet,0.1,0.1,28,0,WOOL,true,false,false,true,false,false
black_carpet,0.1,0.1,29,0,WOOL,true,false,false,true,false,false
terracotta,1.25,4.2,15,0,STONE,true,false,false,false,false,true
coal_block,5.0,6.0,29,0,STONE,true,false,false,false,false,true
packed_ice,0.5,0.5,5,0,GLASS,true,false,false,false,false,true
sunflower,0.0,0.0,7,0,GRASS,false,false,false,true,false,false
lilac,0.0,0.0,7,0,GRASS,false,false,false,true,false,false
rose_bush,0.0,0.0,7,0,GRASS,false,false,false,true,false,false
peony,0.0,0.0,7,0,GRASS,false,false,false,true,false,false
tall_grass,0.0,0.0,7,0,GRASS,false,false,false,true,false,false
large_fern,0.0,0.0,7,0,GRASS,false,false,false,true,false,false
white_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
orange_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
magenta_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
light_blue_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
yellow_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
lime_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
pink_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
gray_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
light_gray_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
cyan_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
purple_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
blue_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
brown_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
green_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
red_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
black_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
white_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
orange_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
magenta_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
light_blue_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
yellow_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
lime_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
pink_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
gray_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
light_gray_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
cyan_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
purple_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
blue_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
brown_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
green_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
red_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
black_wall_banner,1.0,1.0,13,0,WOOD,false,false,false,true,false,true
red_sandstone,0.8,0.8,15,0,STONE,true,false,false,false,false,true
chiseled_red_sandstone,0.8,0.8,15,0,STONE,true,false,false,false,false,true
cut_red_sandstone,0.8,0.8,15,0,STONE,true,false,false,false,false,true
red_sandstone_stairs,0.8,0.8,15,0,STONE,true,false,false,false,false,true
oak_slab,2.0,3.0,13,0,WOOD,true,false,false,true,false,true
spruce_slab,2.0,3.0,34,0,WOOD,true,false,false,true,false,true
birch_slab,2.0,3.0,2,0,WOOD,true,false,false,true,false,true
jungle_slab,2.0,3.0,10,0,WOOD,true,false,false,true,false,true
acacia_slab,2.0,3.0,15,0,WOOD,true,false,false,true,false,true
cherry_slab,2.0,3.0,36,0,CHERRY_WOOD,true,false,false,true,false,true
dark_oak_slab,2.0,3.0,26,0,WOOD,true,false,false,true,false,true
pale_oak_slab,2.0,3.0,14,0,WOOD,true,false,false,true,false,true
mangrove_slab,2.0,3.0,28,0,WOOD,true,false,false,true,false,true
bamboo_slab,2.0,3.0,18,0,BAMBOO_WOOD,true,false,false,true,false,true
bamboo_mosaic_slab,2.0,3.0,18,0,BAMBOO_WOOD,true,false,false,true,false,true
stone_slab,2.0,6.0,11,0,STONE,true,false,false,false,false,true
smooth_stone_slab,2.0,6.0,11,0,STONE,true,false,false,false,false,true
sandstone_slab,2.0,6.0,2,0,STONE,true,false,false,false,false,true
cut_sandstone_slab,2.0,6.0,2,0,STONE,true,false,false,false,false,true
petrified_oak_slab,2.0,6.0,13,0,STONE,true,false,false,false,false,true
cobblestone_slab,2.0,6.0,11,0,STONE,true,false,false,false,false,true
brick_slab,2.0,6.0,28,0,STONE,true,false,false,false,false,true
stone_brick_slab,2.0,6.0,11,0,STONE,true,false,false,false,false,true
mud_brick_slab,1.5,3.0,44,0,MUD_BRICKS,true,false,false,false,false,true
nether_brick_slab,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
quartz_slab,2.0,6.0,14,0,STONE,true,false,false,false,false,true
red_sandstone_slab,2.0,6.0,15,0,STONE,true,false,false,false,false,true
cut_red_sandstone_slab,2.0,6.0,15,0,STONE,true,false,false,false,false,true
purpur_slab,2.0,6.0,16,0,STONE,true,false,false,false,false,true
smooth_stone,2.0,6.0,11,0,STONE,true,false,false,false,false,true
smooth_sandstone,2.0,6.0,2,0,STONE,true,false,false,false,false,true
smooth_quartz,2.0,6.0,14,0,STONE,true,false,false,false,false,true
smooth_red_sandstone,2.0,6.0,15,0,STONE,true,false,false,false,false,true
spruce_fence_gate,2.0,3.0,34,0,WOOD,true,false,false,true,false,true
birch_fence_gate,2.0,3.0,2,0,WOOD,true,false,false,true,false,true
jungle_fence_gate,2.0,3.0,10,0,WOOD,true,false,false,true,false,true
acacia_fence_gate,2.0,3.0,15,0,WOOD,true,false,false,true,false,true
cherry_fence_gate,2.0,3.0,36,0,CHERRY_WOOD,true,false,false,true,false,true
dark_oak_fence_gate,2.0,3.0,26,0,WOOD,true,false,false,true,false,true
pale_oak_fence_gate,2.0,3.0,14,0,WOOD,true,false,false,true,false,true
mangrove_fence_gate,2.0,3.0,28,0,WOOD,true,false,false,true,false,true
bamboo_fence_gate,2.0,3.0,18,0,BAMBOO_WOOD,true,false,false,true,false,true
spruce_fence,2.0,3.0,34,0,WOOD,true,false,false,true,false,true
birch_fence,2.0,3.0,2,0,WOOD,true,false,false,true,false,true
jungle_fence,2.0,3.0,10,0,WOOD,true,false,false,true,false,true
acacia_fence,2.0,3.0,15,0,WOOD,true,false,false,true,false,true
cherry_fence,2.0,3.0,36,0,CHERRY_WOOD,true,false,false,true,false,true
dark_oak_fence,2.0,3.0,26,0,WOOD,true,false,false,true,false,true
pale_oak_fence,2.0,3.0,14,0,WOOD,true,false,false,true,false,true
mangrove_fence,2.0,3.0,28,0,WOOD,true,false,false,true,false,true
bamboo_fence,2.0,3.0,18,0,BAMBOO_WOOD,true,false,false,true,false,true
spruce_door,3.0,3.0,34,0,WOOD,true,false,false,true,false,true
birch_door,3.0,3.0,2,0,WOOD,true,false,false,true,false,true
jungle_door,3.0,3.0,10,0,WOOD,true,false,false,true,false,true
acacia_door,3.0,3.0,15,0,WOOD,true,false,false,true,false,true
cherry_door,3.0,3.0,36,0,CHERRY_WOOD,true,false,false,true,false,true
dark_oak_door,3.0,3.0,26,0,WOOD,true,false,false,true,false,true
pale_oak_door,3.0,3.0,14,0,WOOD,true,false,false,true,false,true
mangrove_door,3.0,3.0,28,0,WOOD,true,false,false,true,false,true
bamboo_door,3.0,3.0,18,0,BAMBOO_WOOD,true,false,false,true,false,true
end_rod,0.0,0.0,0,14,WOOD,true,false,false,false,false,false
chorus_plant,0.4,0.4,24,0,WOOD,true,false,false,false,false,false
chorus_flower,0.4,0.4,24,0,WOOD,true,true,false,false,false,false
purpur_block,1.5,6.0,16,0,STONE,true,false,false,false,false,true
purpur_pillar,1.5,6.0,16,0,STONE,true,false,false,false,false,true
purpur_stairs,1.5,6.0,16,0,STONE,true,false,false,false,false,true
end_stone_bricks,3.0,9.0,2,0,STONE,true,false,false,false,false,true
torchflower_crop,0.0,0.0,7,0,CROP,false,true,false,false,false,false
pitcher_crop,0.0,0.0,7,0,CROP,false,true,false,false,false,false
pitcher_plant,0.0,0.0,7,0,CROP,false,false,false,true,false,false
beetroots,0.0,0.0,7,0,CROP,false,true,false,false,false,false
dirt_path,0.65,0.65,10,0,GRASS,true,false,false,false,false,true
end_gateway,-1.0,3600000.0,29,15,STONE,false,false,false,false,false,false
repeating_command_block,-1.0,3600000.0,24,0,STONE,true,false,false,false,false,true
chain_command_block,-1.0,3600000.0,27,0,STONE,true,false,false,false,false,true
frosted_ice,0.5,0.5,5,0,GLASS,true,false,false,false,false,true
magma_block,0.5,0.5,35,3,STONE,true,false,false,false,false,true
nether_wart_block,1.0,1.0,28,0,WART_BLOCK,true,false,false,false,false,true
red_nether_bricks,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
bone_block,2.0,2.0,2,0,BONE_BLOCK,true,false,false,false,false,true
structure_void,0.0,0.0,0,0,STONE,false,false,false,false,false,false
observer,3.0,3.0,11,0,STONE,true,false,false,false,false,true
shulker_box,2.0,2.0,24,0,STONE,true,false,false,false,false,true
white_shulker_box,2.0,2.0,8,0,STONE,true,false,false,false,false,true
orange_shulker_box,2.0,2.0,15,0,STONE,true,false,false,false,false,true
magenta_shulker_box,2.0,2.0,16,0,STONE,true,false,false,false,false,true
light_blue_shulker_box,2.0,2.0,17,0,STONE,true,false,false,false,false,true
yellow_shulker_box,2.0,2.0,18,0,STONE,true,false,false,false,false,true
lime_shulker_box,2.0,2.0,19,0,STONE,true,false,false,false,false,true
pink_shulker_box,2.0,2.0,20,0,STONE,true,false,false,false,false,true
gray_shulker_box,2.0,2.0,21,0,STONE,true,false,false,false,false,true
light_gray_shulker_box,2.0,2.0,22,0,STONE,true,false,false,false,false,true
cyan_shulker_box,2.0,2.0,23,0,STONE,true,false,false,false,false,true
purple_shulker_box,2.0,2.0,46,0,STONE,true,false,false,false,false,true
blue_shulker_box,2.0,2.0,25,0,STONE,true,false,false,false,false,true
brown_shulker_box,2.0,2.0,26,0,STONE,true,false,false,false,false,true
green_shulker_box,2.0,2.0,27,0,STONE,true,false,false,false,false,true
red_shulker_box,2.0,2.0,28,0,STONE,true,false,false,false,false,true
black_shulker_box,2.0,2.0,29,0,STONE,true,false,false,false,false,true
white_glazed_terracotta,1.4,1.4,8,0,STONE,true,false,false,false,false,true
orange_glazed_terracotta,1.4,1.4,15,0,STONE,true,false,false,false,false,true
magenta_glazed_terracotta,1.4,1.4,16,0,STONE,true,false,false,false,false,true
light_blue_glazed_terracotta,1.4,1.4,17,0,STONE,true,false,false,false,false,true
yellow_glazed_terracotta,1.4,1.4,18,0,STONE,true,false,false,false,false,true
lime_glazed_terracotta,1.4,1.4,19,0,STONE,true,false,false,false,false,true
pink_glazed_terracotta,1.4,1.4,20,0,STONE,true,false,false,false,false,true
gray_glazed_terracotta,1.4,1.4,21,0,STONE,true,false,false,false,false,true
light_gray_glazed_terracotta,1.4,1.4,22,0,STONE,true,false,false,false,false,true
cyan_glazed_terracotta,1.4,1.4,23,0,STONE,true,false,false,false,false,true
purple_glazed_terracotta,1.4,1.4,24,0,STONE,true,false,false,false,false,true
blue_glazed_terracotta,1.4,1.4,25,0,STONE,true,false,false,false,false,true
brown_glazed_terracotta,1.4,1.4,26,0,STONE,true,false,false,false,false,true
green_glazed_terracotta,1.4,1.4,27,0,STONE,true,false,false,false,false,true
red_glazed_terracotta,1.4,1.4,28,0,STONE,true,false,false,false,false,true
black_glazed_terracotta,1.4,1.4,29,0,STONE,true,false,false,false,false,true
white_concrete,1.8,1.8,8,0,STONE,true,false,false,false,false,true
orange_concrete,1.8,1.8,15,0,STONE,true,false,false,false,false,true
magenta_concrete,1.8,1.8,16,0,STONE,true,false,false,false,false,true
light_blue_concrete,1.8,1.8,17,0,STONE,true,false,false,false,false,true
yellow_concrete,1.8,1.8,18,0,STONE,true,false,false,false,false,true
lime_concrete,1.8,1.8,19,0,STONE,true,false,false,false,false,true
pink_concrete,1.8,1.8,20,0,STONE,true,false,false,false,false,true
gray_concrete,1.8,1.8,21,0,STONE,true,false,false,false,false,true
light_gray_concrete,1.8,1.8,22,0,STONE,true,false,false,false,false,true
cyan_concrete,1.8,1.8,23,0,STONE,true,false,false,false,false,true
purple_concrete,1.8,1.8,24,0,STONE,true,false,false,false,false,true
blue_concrete,1.8,1.8,25,0,STONE,true,false,false,false,false,true
brown_concrete,1.8,1.8,26,0,STONE,true,false,false,false,false,true
green_concrete,1.8,1.8,27,0,STONE,true,false,false,false,false,true
red_concrete,1.8,1.8,28,0,STONE,true,false,false,false,false,true
black_concrete,1.8,1.8,29,0,STONE,true,false,false,false,false,true
white_concrete_powder,0.5,0.5,8,0,SAND,true,false,false,false,false,true
orange_concrete_powder,0.5,0.5,15,0,SAND,true,false,false,false,false,true
magenta_concrete_powder,0.5,0.5,16,0,SAND,true,false,false,false,false,true
light_blue_concrete_powder,0.5,0.5,17,0,SAND,true,false,false,false,false,true
yellow_concrete_powder,0.5,0.5,18,0,SAND,true,false,false,false,false,true
lime_concrete_powder,0.5,0.5,19,0,SAND,true,false,false,false,false,true
pink_concrete_powder,0.5,0.5,20,0,SAND,true,false,false,false,false,true
gray_concrete_powder,0.5,0.5,21,0,SAND,true,false,false,false,false,true
light_gray_concrete_powder,0.5,0.5,22,0,SAND,true,false,false,false,false,true
cyan_concrete_powder,0.5,0.5,23,0,SAND,true,false,false,false,false,true
purple_concrete_powder,0.5,0.5,24,0,SAND,true,false,false,false,false,true
